"organization_name","title_es","title_en","summary_es","summary_en","description_es","description_en","slug","primary_category","additional_categories","keywords_es","keywords_en","languages","service_methods","cost_type","eligibility_es","eligibility_en","required_documents_es","required_documents_en","application_steps_es","application_steps_en","hours_es","hours_en","accessibility_notes_es","accessibility_notes_en","service_area_es","service_area_en","phone","sms_phone","whatsapp_phone","email","website_url","address_line_1","address_line_2","city","state","postal_code","county","latitude","longitude","source_url","is_featured","is_emergency","last_verified_at","verification_notes"
"Community Resource Center","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias. Ofrece búsqueda de empleo, capacitación o apoyo para incorporarse a la fuerza laboral.","Provides food or groceries for individuals and families. Provides job-search, training, or workforce-entry support.","Ofrece alimentos o comestibles para personas y familias. Ofrece búsqueda de empleo, capacitación o apoyo para incorporarse a la fuerza laboral. Ofrece transporte, coordinación de viajes o asistencia con gastos de traslado.","Provides delivery of social and public health services to qualified clients provided by nonprofit organizations and government agencies. By locating dozens of these agencies in one location, clients can quickly learn about, apply for, and receive services that are provided by these agencies. Experienced staff can also refer these clients to off-site agencies. Employment, education, Food pantry, transportation, health care, seniors, children.","community-resource-center-community-support-burnet","comida","otros-recursos|transporte","despensa|alimentos|empleo|capacitación|laboral|apoyo|transporte","food|pantry|employment|training|transportation|support","","in_person|phone|online","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","","","","","Condado de Burnet","Burnet County","830-693-0700","","","","https://crctx.org/","1016 Broadway Marble Falls, TX 78654","","","TX","78654","Burnet","","","https://crctx.org/","","","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Childcare subsidy hotline for military families","Apoyo para niños y familias","Child and family support","Ofrece cuidado infantil, educación temprana o apoyo para niños y sus familias. Ofrece apoyo, actividades o navegación de servicios para adultos mayores, según el programa.","Provides child care, early education, or support for children and families. Provides support, activities, or service navigation for older adults, depending on the program.","Ofrece cuidado infantil, educación temprana o apoyo para niños y sus familias. Ofrece apoyo, actividades o navegación de servicios para adultos mayores, según el programa. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","Childcare Aware of America is a federally funded agency that will provide assistance with childcare for military families through the Military Fee Assistance Program. Respite care for eligible families available.","childcare-subsidy-hotline-for-military-families-community-support-burnet","otros-recursos","salud|recursos-financieros","apoyo|para|niños|familias|adultos|mayores|beneficios|seguro|social","child|family|support|senior|social|security|benefits","","phone|online","unknown","Dirigido a veteranos, cuidadores o familias militares según el programa.","For Veterans, caregivers, or military families as defined by the program.","","","Llame al programa para confirmar elegibilidad, disponibilidad y próximos pasos.","Call the program to confirm eligibility, availability, and next steps.","","","","","Condado de Burnet","Burnet County","800-424-2246","","","","http://www.childcareaware.org/","","","","","","Burnet","","","http://www.childcareaware.org/","","","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Christian Women's Job Corp of Highland Lakes (CWJCHL)","Empleo y capacitación laboral","Employment and job training","Ofrece búsqueda de empleo, capacitación o apoyo para incorporarse a la fuerza laboral. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","Provides job-search, training, or workforce-entry support. Helps with Social Security cards and benefits such as SSI, SSDI, survivor benefits, or Medicare.","Ofrece búsqueda de empleo, capacitación o apoyo para incorporarse a la fuerza laboral. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","Free 12-week sessions twice a year—one beginning in February and another in September. Class schedule: Tuesday, Wednesday, and Thursday from 9am-2:30pm Classes are designed to equip you with practical skills, spiritual guidance, and a supportive community that walks with you every step of the way. Workforce preparation including, job search skills, customer service training, computer skills (Word and Excel). Life skills including boundaries, money matters and time management. Must be 18 years or older and be drug- and alcohol-free. Submit application to cwjchl78611@gmail.com or by mail: CWJC Highland Lakes, P.O. Box 1433, Burnet, TX 78611","christian-women-s-job-corp-of-highland-lakes-cwjchl-education-and-employment-burnet","otros-recursos","recursos-financieros","empleo|capacitación|laboral|beneficios|seguro|social","employment|training|social|security|benefits","","in_person|phone|online","free","Debe tener 18 años o más y estar libre de drogas y alcohol.","Must be age 18 or older and drug- and alcohol-free.","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","Sesiones de 12 semanas en febrero y septiembre; clases martes a jueves, 9:00 a.m.–2:30 p.m.","Twelve-week sessions beginning in February and September; classes Tuesday–Thursday, 9:00 a.m.–2:30 p.m.","","","Condado de Burnet","Burnet County","512-756-1484","","","cwjchl78611@gmail.com","https://www.cwjchl.org/","218 E. Jackson, Burnet, TX 78611","","Burnet","TX","78611","Burnet","","","https://www.cwjchl.org/","","true","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Highland Lakes Family Crisis Center","Apoyo para sobrevivientes","Survivor support","Ofrece apoyo confidencial, planificación de seguridad y recursos para sobrevivientes de violencia o agresión sexual. Ofrece refugio de emergencia o apoyo de vivienda temporal.","Provides confidential support, safety planning, and resources for survivors of violence or sexual assault. Provides emergency shelter or temporary housing support.","Ofrece apoyo confidencial, planificación de seguridad y recursos para sobrevivientes de violencia o agresión sexual. Ofrece refugio de emergencia o apoyo de vivienda temporal. Ofrece servicios de salud mental, consejería o apoyo emocional. Ofrece información, orientación o representación legal según el programa.","emergency shelter, individual therapy and support groups for survivors, medical and legal accompaniment, legal advocacy","highland-lakes-family-crisis-center-community-support-burnet","ayuda-legal","vivienda|salud","apoyo|para|sobrevivientes|refugio|vivienda|temporal|salud|mental|consejería|asistencia|legal","survivor|support|shelter|temporary|housing|mental|health|counseling|legal|assistance","","phone|online","unknown","","","","","Comuníquese directamente con la organización para confirmar el proceso de acceso.","Contact the organization directly to confirm how to access the service.","","","","","Condado de Burnet","Burnet County","830-693-5600","","","Services@hlfcc.org","https://www.hlfcc.org/","","","","","","Burnet","","","https://www.hlfcc.org/","","true","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Care Patrol of Central and South Austin","Educación para adultos","Adult education","Ofrece educación para adultos, preparación académica o desarrollo de habilidades. Ofrece apoyo, actividades o navegación de servicios para adultos mayores, según el programa.","Provides adult education, academic preparation, or skills development. Provides support, activities, or service navigation for older adults, depending on the program.","Ofrece educación para adultos, preparación académica o desarrollo de habilidades. Ofrece apoyo, actividades o navegación de servicios para adultos mayores, según el programa. Ofrece o coordina cuidado para personas con necesidades de memoria o Alzheimer. Ofrece atención o apoyo de salud en el hogar. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","Senior care help for those discharged from a hospital/care setting, or if extra senior care is needed due to a recent change in health condition. Assisted living, memory care, independent living, nursing home, in-home care, respite care","care-patrol-of-central-and-south-austin-health-and-personal-support-travis","educacion","salud|recursos-financieros","educación|para|adultos|apoyo|mayores|cuidado|memoria|atención|médica|hogar|beneficios|seguro|social","adult|education|senior|support|memory|care|home|health|social|security|benefits","","phone|online|home_visit","unknown","","","","","Comuníquese directamente con la organización para confirmar el proceso de acceso.","Contact the organization directly to confirm how to access the service.","","","","","Condado de Travis","Travis County","512-574-0910","","","","https://carepatrol.com/central-south-austin/","","","","","","Travis","","","https://carepatrol.com/central-south-austin/","","","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"St. Vincent De Paul Church","Apoyo comunitario","Community support","Ofrece el servicio comunitario descrito por la organización.","Provides the community service described by the organization.","Ofrece el servicio comunitario descrito por la organización.","Only takes calls Tuesdays and Thursdays 9:30am-10:30am","st-vincent-de-paul-church-housing-and-financial-assistance-travis","ayuda-legal","","apoyo|comunitario","community|support","","phone","unknown","","","","","Llame al programa para confirmar elegibilidad, disponibilidad y próximos pasos.","Call the program to confirm eligibility, availability, and next steps.","Llamadas: martes y jueves, 9:30–10:30 a.m.","Calls: Tuesday and Thursday, 9:30–10:30 a.m.","","","Condado de Travis","Travis County","512-926-1171","","","","","","","","","","Travis","","","","","true","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"St. Austin Catholic Parish, Newman Hall","Asistencia con servicios públicos","Utility assistance","Ofrece apoyo con facturas de electricidad, gas, agua u otros servicios públicos, sujeto a disponibilidad. Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda.","Offers help with electric, gas, water, or other utility bills, subject to availability. Offers guidance or assistance related to rent, mortgage, or housing stability.","Ofrece apoyo con facturas de electricidad, gas, agua u otros servicios públicos, sujeto a disponibilidad. Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","Lottery for financial assistance with utility bills, rent/partial, may receive assistance once every 6 months Thursdays at 9am; services only 15-20 people","st-austin-catholic-parish-newman-hall-housing-and-financial-assistance-travis","recursos-financieros","vivienda","asistencia|servicios|públicos|vivienda|beneficios|seguro|social","utility|assistance|housing|social|security|benefits","","in_person|phone|online","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","Jueves a las 9:00 a.m.; cupo limitado.","Thursday at 9:00 a.m.; limited capacity.","","","Condado de Travis","Travis County","512-477-9471","","","","https://staustin.org/outreach","2026 Guadalupe St. Austin, TX 78705","","","TX","78705","Travis","30.282981917493","-97.742031911149","https://staustin.org/outreach","","","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 2026 GUADALUPE ST, AUSTIN, TX, 78705."
"All Saints Episcopal Church","Asistencia con servicios públicos","Utility assistance","Ofrece apoyo con facturas de electricidad, gas, agua u otros servicios públicos, sujeto a disponibilidad. Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda.","Offers help with electric, gas, water, or other utility bills, subject to availability. Offers guidance or assistance related to rent, mortgage, or housing stability.","Ofrece apoyo con facturas de electricidad, gas, agua u otros servicios públicos, sujeto a disponibilidad. Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","40 people are helped eahc week on a 1st come, 1st serve basis. Eligible once every 6 months. Up to $40 in assistance for utility bills, rent. Tuesdays at 8:15am to sign up (best to be in line by 6:30am)","all-saints-episcopal-church-housing-and-financial-assistance-travis","recursos-financieros","vivienda","asistencia|servicios|públicos|vivienda|beneficios|seguro|social","utility|assistance|housing|social|security|benefits","","in_person|phone","paid","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","Inscripción los martes a las 8:15 a.m.; atención por orden de llegada y cupo limitado.","Sign-up Tuesday at 8:15 a.m.; first come, first served with limited capacity.","","","Condado de Travis","Travis County","512-476-3589","","","","","209 W 27th St. Austin, TX 78705","","","TX","78705","Travis","30.291781699937","-97.739080017072","","","","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 209 W 27TH ST, AUSTIN, TX, 78705."
"Baptist Community Center","Beneficios del Seguro Social","Social Security benefits","Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare. Ofrece apoyo con facturas de electricidad, gas, agua u otros servicios públicos, sujeto a disponibilidad.","Helps with Social Security cards and benefits such as SSI, SSDI, survivor benefits, or Medicare. Offers help with electric, gas, water, or other utility bills, subject to availability.","Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare. Ofrece apoyo con facturas de electricidad, gas, agua u otros servicios públicos, sujeto a disponibilidad. Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda.","Limited financial assistance for: utilities (water, electric, gas), rent, local mortgages. Bring ID, social security card, and current bill to verify address Call for appointment Mon-Fri 8:30am-noon & 1pm-5pm","baptist-community-center-housing-and-financial-assistance-travis","recursos-financieros","vivienda","beneficios|seguro|social|asistencia|servicios|públicos|vivienda","social|security|benefits|utility|assistance|housing","","in_person|phone","unknown","","","Identificación; Tarjeta del Seguro Social; Factura actual o vencida correspondiente","Identification; Social Security card; Current or past-due bill","Llame para confirmar elegibilidad y solicitar una cita.","Call to confirm eligibility and request an appointment.","Citas: lunes a viernes, 8:30 a.m.–12:00 p.m. y 1:00–5:00 p.m.","Appointments: Monday–Friday, 8:30 a.m.–12:00 p.m. and 1:00–5:00 p.m.","","","Condado de Travis","Travis County","","","","","","2000 E 2nd St. Austin, TX 78702","","","TX","78702","Travis","30.257703839475","-97.723117231557","","","","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 2000 E 2ND ST, AUSTIN, TX, 78702."
"Travis County Family Support Services (Palm Square Office)","Beneficios del Seguro Social","Social Security benefits","Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare. Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda.","Helps with Social Security cards and benefits such as SSI, SSDI, survivor benefits, or Medicare. Offers guidance or assistance related to rent, mortgage, or housing stability.","Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare. Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda. Ofrece acceso, descuentos o ayuda económica para medicamentos recetados.","Emergency financial assistance for: utilities, rent and/or mortgage, prescription assistance. ID and social security card needed. Bring bill that is past due or rent notice that is late. Mon-Fri 8am-5pm","travis-county-family-support-services-palm-square-office-housing-and-financial-assistance-","recursos-financieros","vivienda|salud","beneficios|seguro|social|asistencia|vivienda|medicamentos","social|security|benefits|housing|assistance|prescription","","in_person|phone","unknown","","","Identificación; Tarjeta del Seguro Social; Factura actual o vencida correspondiente; Aviso de renta atrasada","Identification; Social Security card; Current or past-due bill; Late-rent notice","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","Lunes a viernes, 8:00 a.m.–5:00 p.m.","Monday–Friday, 8:00 a.m.–5:00 p.m.","","","Condado de Travis","Travis County","512-854-4120","","","","","100 N IH 35, Ste 2000 Austin, TX 78701","","","TX","78701","Travis","","","https://www.traviscountytx.gov/health-human-services/divisions/family-support-services","","true","2026-09-02","Piloto de Bluebonnet Project HOPE. Fuente oficial consultada el 2026-09-02. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Austin Neighborhood Center","Asistencia con servicios públicos","Utility assistance","Ofrece apoyo con facturas de electricidad, gas, agua u otros servicios públicos, sujeto a disponibilidad. Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda.","Offers help with electric, gas, water, or other utility bills, subject to availability. Offers guidance or assistance related to rent, mortgage, or housing stability.","Ofrece apoyo con facturas de electricidad, gas, agua u otros servicios públicos, sujeto a disponibilidad. Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda. Ofrece búsqueda de empleo, capacitación o apoyo para incorporarse a la fuerza laboral. Ofrece transporte, coordinación de viajes o asistencia con gastos de traslado.","Rent and Utility help + food, job search, bus passes","austin-neighborhood-center-housing-and-financial-assistance-travis","recursos-financieros","vivienda|otros-recursos|transporte","asistencia|servicios|públicos|vivienda|empleo|capacitación|laboral|apoyo|transporte","utility|assistance|housing|employment|training|transportation|support","","phone|online","unknown","","","","","Comuníquese directamente con la organización para confirmar el proceso de acceso.","Contact the organization directly to confirm how to access the service.","","","","","Condado de Travis","Travis County","512-972-6699","","","","https://www.austintexas.gov/services/get-help-neighborhood-centers","","","","","","Travis","","","https://www.austintexas.gov/services/get-help-neighborhood-centers","","","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"UpLift at University Presbyterian Church","Asistencia de vivienda","Housing assistance","Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","Offers guidance or assistance related to rent, mortgage, or housing stability. Helps with Social Security cards and benefits such as SSI, SSDI, survivor benefits, or Medicare.","Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","Assistance for utilities or rent. Tuesdayas at 9:30am. No appointments made; names will stop being taken at 10:30am. Bring ID and printed copy of bill. Can receive assistance once every 6 months.","uplift-at-university-presbyterian-church-housing-and-financial-assistance-travis","vivienda","recursos-financieros","asistencia|vivienda|beneficios|seguro|social","housing|assistance|social|security|benefits","","in_person|phone","unknown","","","Identificación; Factura actual o vencida correspondiente","Identification; Current or past-due bill","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","Martes, 9:30–10:30 a.m.; los nombres dejan de aceptarse a las 10:30 a.m.","Tuesday, 9:30–10:30 a.m.; names stop being accepted at 10:30 a.m.","","","Condado de Travis","Travis County","512-476-5321","","","","","2203 San Antonio St. Austin, TX 78705","","","TX","78705","Travis","30.28516485659","-97.742824975052","","","true","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 2203 SAN ANTONIO ST, AUSTIN, TX, 78705."
"Greater Mt. Zion Church (Community Assistance and Referral Center)","Asistencia con servicios públicos","Utility assistance","Ofrece apoyo con facturas de electricidad, gas, agua u otros servicios públicos, sujeto a disponibilidad. Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda.","Offers help with electric, gas, water, or other utility bills, subject to availability. Offers guidance or assistance related to rent, mortgage, or housing stability.","Ofrece apoyo con facturas de electricidad, gas, agua u otros servicios públicos, sujeto a disponibilidad. Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","Utility and rent assistance to the community with financial emergencies. Tuesdays and Thursdays 10:30am-1:30pm Call or email for more information.","greater-mt-zion-church-community-assistance-and-referral-center-housing-and-financial-assi","recursos-financieros","vivienda","asistencia|servicios|públicos|vivienda|beneficios|seguro|social","utility|assistance|housing|social|security|benefits","","in_person|phone|online","unknown","","","","","Llame al programa para confirmar elegibilidad, disponibilidad y próximos pasos.","Call the program to confirm eligibility, availability, and next steps.","Martes y jueves, 10:30 a.m.–1:30 p.m.","Tuesday and Thursday, 10:30 a.m.–1:30 p.m.","","","Condado de Travis","Travis County","512-478-7578","","","poverty@gmzaustin.org","https://gmzaustin.org/causes/poverty/","4301 Tannehill Ln. Austin, TX 78721","","","TX","78721","Travis","30.28137799203","-97.672552350731","https://gmzaustin.org/causes/poverty/","","","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 4301 TANNEHILL LN, AUSTIN, TX, 78721."
"Catholic Charities of Central Texas","Asistencia con servicios públicos","Utility assistance","Ofrece apoyo con facturas de electricidad, gas, agua u otros servicios públicos, sujeto a disponibilidad. Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda.","Offers help with electric, gas, water, or other utility bills, subject to availability. Offers guidance or assistance related to rent, mortgage, or housing stability.","Ofrece apoyo con facturas de electricidad, gas, agua u otros servicios públicos, sujeto a disponibilidad. Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","Financial Assistance for: Utility Bills, Emergency Rent and/or Mortgage Assistance Must gather all documentation required to determine eligibility before enrolling as an applicant in the program Open 8:30am-12pm, 1pm-5pm Complete application online","catholic-charities-of-central-texas-housing-and-financial-assistance-travis","recursos-financieros","vivienda","asistencia|servicios|públicos|vivienda|beneficios|seguro|social","utility|assistance|housing|social|security|benefits","","in_person|phone|online","unknown","","","","","Complete la solicitud en línea y espere la confirmación del programa antes de acudir.","Complete the online application and wait for program confirmation before visiting.","Lunes a viernes, 8:30 a.m.–12:00 p.m. y 1:00–5:00 p.m.","Monday–Friday, 8:30 a.m.–12:00 p.m. and 1:00–5:00 p.m.","","","Condado de Travis","Travis County","512-651-6100","","","","https://ccctx.org/financial-stability/","1625 Rutherford Ln. Austin, TX 78754","","","TX","78754","Travis","30.335125206857","-97.680568921433","https://ccctx.org/financial-stability/","","","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 1625 RUTHERFORD LN, AUSTIN, TX, 78754."
"St. Matthews Episcopal Church","Asistencia de vivienda","Housing assistance","Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda.","Offers guidance or assistance related to rent, mortgage, or housing stability.","Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda.","Help with rent and utilities. Applications by phone only","st-matthews-episcopal-church-housing-and-financial-assistance-travis","vivienda","","asistencia|vivienda","housing|assistance","","in_person|phone","unknown","","","","","Llame para confirmar elegibilidad y solicitar una cita.","Call to confirm eligibility and request an appointment.","","","","","Condado de Travis","Travis County","512-345-8314","","","","","8134 Mesa Dr. Austin, TX 78759","","","TX","78759","Travis","30.372129346337","-97.757019057252","","","true","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 8134 MESA DR, AUSTIN, TX, 78759."
"Catholic Charities Central Texas (St. Michaels' Veterans Service)","Salud mental y consejería","Mental health and counseling","Ofrece servicios de salud mental, consejería o apoyo emocional.","Provides mental health care, counseling, or emotional support.","Ofrece servicios de salud mental, consejería o apoyo emocional.","Counseling Services Provides high quality mental health services for children, adults, couples, and families to help with life’s challenges. Services offered on a sliding fee structure. Contact to address and brief description of your request.","catholic-charities-central-texas-st-michaels-veterans-service-community-support-travis","salud","","salud|mental|consejería","mental|health|counseling","","phone","sliding_scale","Dirigido a veteranos, cuidadores o familias militares según el programa.","For Veterans, caregivers, or military families as defined by the program.","","","Comuníquese directamente con la organización para confirmar el proceso de acceso.","Contact the organization directly to confirm how to access the service.","","","","","Condado de Travis","Travis County","512-651-6125","","","","","","","","","","Travis","","","https://bluebonnetmhmr.sharepoint.com/:b:/s/HomelessPrevention-WilliamsonCounty/IQDm6qogQr6oQbWKa4218FZuAT3ISzgqVDsyh96IbTnmdjU?e=h1kAEa","","","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Austin VA Clinic","Atención médica","Health care","Ofrece servicios de atención primaria y otras especialidades de salud. Ofrece atención dental o ayuda para acceder a servicios dentales.","Provides primary care and other health specialties. Provides dental care or help accessing dental services.","Ofrece servicios de atención primaria y otras especialidades de salud. Ofrece atención dental o ayuda para acceder a servicios dentales.","offers primary care and specialty health services, including a chiropractic clinic, vision care (optometry), dentistry, oncology, treatment for traumatic brain injuries (TBI), foot care (podiatry), and more","austin-va-clinic-community-support-travis","salud","","atención|médica|dental","health|care|dental","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","Lunes a viernes, 8:00 a.m.–4:30 p.m.; cerrado sábados y domingos. Los horarios de servicios específicos pueden variar.","Monday–Friday, 8:00 a.m.–4:30 p.m.; closed Saturday and Sunday. Individual service hours may vary.","","","Condado de Travis","Travis County","512-823-4000","","","","","7901 Metropolis Dr. Austin, TX 78744","","","TX","78744","Travis","30.206981427636","-97.694420497254","https://www.va.gov/central-texas-health-care/locations/austin-va-clinic/","","","2026-09-02","Piloto de Bluebonnet Project HOPE. Fuente oficial consultada el 2026-09-02. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 7901 METROPOLIS DR, AUSTIN, TX, 78744."
"Catholic Charities Central Texas St. Gabriel’s Pregnancy and Parenting Program","Asistencia de vivienda","Housing assistance","Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","Offers guidance or assistance related to rent, mortgage, or housing stability. Helps with Social Security cards and benefits such as SSI, SSDI, survivor benefits, or Medicare.","Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","Helps families to give their children a safe and healthy start at life through education, mentoring, and material assistance. Please call to request information or schedule an appointment.","catholic-charities-central-texas-st-gabriel-s-pregnancy-and-parenting-program-community-su","vivienda","recursos-financieros","asistencia|vivienda|beneficios|seguro|social","housing|assistance|social|security|benefits","","phone","unknown","","","","","Llame al programa para confirmar elegibilidad, disponibilidad y próximos pasos.","Call the program to confirm eligibility, availability, and next steps.","","","","","Condado de Travis","Travis County","512-651-6100","","","","","","","","","","Travis","","","https://bluebonnetmhmr.sharepoint.com/:b:/s/HomelessPrevention-WilliamsonCounty/IQDm6qogQr6oQbWKa4218FZuAT3ISzgqVDsyh96IbTnmdjU?e=h1kAEa","","true","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Asian Family Support Services of Austin","Salud mental y consejería","Mental health and counseling","Ofrece servicios de salud mental, consejería o apoyo emocional. Ofrece apoyo confidencial, planificación de seguridad y recursos para sobrevivientes de violencia o agresión sexual.","Provides mental health care, counseling, or emotional support. Provides confidential support, safety planning, and resources for survivors of violence or sexual assault.","Ofrece servicios de salud mental, consejería o apoyo emocional. Ofrece apoyo confidencial, planificación de seguridad y recursos para sobrevivientes de violencia o agresión sexual.","Safety planning, counseling, connection to basic resources, job/education resources, legal services, medical resources, emergency and long-term housing resources","asian-family-support-services-of-austin-legal-and-safety-support-travis","salud","ayuda-legal","salud|mental|consejería|apoyo|para|sobrevivientes","mental|health|counseling|survivor|support","","phone|online","unknown","","","","","Comuníquese directamente con la organización para confirmar el proceso de acceso.","Contact the organization directly to confirm how to access the service.","","","","","Condado de Travis","Travis County","877-281-8371","","","","https://www.afssaustin.org/","","","","","","Travis","","","https://www.afssaustin.org/","","true","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
