"lookup_id","resource_id","slug","status","organization_name","title_en","original_address","query_street","query_city","query_state","query_zip","provider","lookup_date","census_status","match_type","matched_address","latitude","longitude","classification","reasons"
"197","0c68b06e-cf10-40f1-bde2-00fc2e9d7a9a","biblioteca-garfield-east-travis-gateway-library-district-east-travis-gateway-library-district","published","East Travis Gateway Library District (ETGLD)","Garfield Library – Internet, Technology & Educational Resources","5121 Albert Brown Dr, Del Valle, TX, 78617","5121 Albert Brown Dr","Del Valle","TX","78617","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","5121 ALBERT BROWN DR, DEL VALLE, TX, 78617","30.187712499454","-97.560691413413","exact",""
"198","eed8e03b-41f3-4f79-97af-9221116028b2","lake-travis-crisis-ministries-lake-travis-crisis-ministries","published","Lake Travis Crisis Ministries","Food Pantry & Emergency Financial Assistance","1304 Ranch Road 620 North, Suite 100, Lakeway, TX, 78734","1304 Ranch Road 620 North","Lakeway","TX","78734","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1304 RANCH RD 620 N, LAKEWAY, TX, 78734","30.376990046411","-97.946547557707","exact",""
"199","79e6b782-1b4d-462f-b7cb-edbcc1970d4e","centro-comunitario-del-condado-de-travis-jonestown-travis-county-health-and-human-services","published","Travis County Health and Human Services","Travis County Community Center — Jonestown (North West Rural)","18649 FM 1431, Suite 6A, Jonestown, TX, 78645","18649 FM 1431","Jonestown","TX","78645","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"200","4838708e-aef3-4267-88dc-0d6b857377cd","hill-country-community-ministries-hccm-hill-country-community-ministries","published","Hill Country Community Ministries (HCCM)","Food pantry and Resource Center","1005 Lacy Drive, Leander, TX, 78641","1005 Lacy Drive","Leander","TX","78641","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1005 LACY DR, LEANDER, TX, 78641","30.565518895963","-97.849243821789","exact",""
"201","8e441103-0f9f-4e9f-98c7-48abc40c829e","lakeway-activity-center-city-of-lakeway","published","City of Lakeway – Lakeway Activity Center","Community Spanish Classes","105 Cross Creek, Lakeway, TX, 78734","105 Cross Creek","Lakeway","TX","78734","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","105 CROSS CREEK, LAKEWAY, TX, 78734","30.362932713159","-97.979611926101","exact",""
"202","85db4da9-40aa-4d3f-8d8e-47ee12f6b470","lake-travis-community-library-servicios-para-adultos-mayores-lake-travis-community-library","published","Lake Travis Community Library","Senior Services","1938 Lohmans Crossing Rd, Lakeway, TX, 78734","1938 Lohmans Crossing Rd","Lakeway","TX","78734","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1938 LOHMANS CROSSING RD, LAKEWAY, TX, 78734","30.3444413279","-97.975292231257","exact",""
"203","971d1abd-c963-42f0-836f-75b7b05426d5","manchaca-united-methodist-church-despensa-de-alimentos-manchaca-united-methodist-church","published","Manchaca United Methodist Church","Food Pantry","1011 FM 1626, Manchaca, TX, 78652","1011 FM 1626","Manchaca","TX","78652","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"204","28518a19-636e-4203-ad56-71df016c78ae","mercado-movil-y-distribucion-de-alimentos-de-creedmoor-city-of-creedmoor-central-texas-food-bank","published","City of Creedmoor / Central Texas Food Bank","Mobile Market & Food Distribution","12511 FM 1625, Creedmoor, TX, 78610","12511 FM 1625","Creedmoor","TX","78610","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","12511 FM 1625, CREEDMOOR, TX, 78610","30.086975629696","-97.734848723504","exact",""
"205","781f32b5-d6f0-49d3-b98f-1fad59122c64","despensa-movil-de-creedmoor-elementary-ctfb-del-valle-isd-central-texas-food-bank-del-valle-isd","published","Creedmoor Elementary – Feeding Futures School Pantry","Creedmoor Elementary Mobile Food Pantry","5604 FM 1327, Creedmoor, TX, 78610","5604 FM 1327","Creedmoor","TX","78610","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","5604 FM 1327, CREEDMOOR, TX, 78610","30.088820482962","-97.722679889095","exact",""
"206","a600ca1d-45fc-408e-bdc8-b10e2efa2886","elgin-community-cupboard-elgin-community-cupboard","published","Elgin Community Cupboard","Food Pantry","303 Ave C, Elgin, TX, 78621","303 Ave C","Elgin","TX","78621","U.S. Census Bureau Geocoder","2026-09-03","Tie","","","0","0","needs_review","multiple_geocoder_candidates"
"207","50591043-0e94-47bb-8e30-7a9dd272465a","elgin-isd-families-in-transition-elgin-independent-school-district","published","Elgin Independent School District (Elgin ISD)","Families in Transition","902 West 2nd Street, Portable P3/34/505, Elgin Intermediate School, Elgin, TX, 78621","902 West 2nd Street","Elgin","TX","78621","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","902 W 2ND ST, ELGIN, TX, 78621","30.348455311113","-97.379188901863","exact",""
"208","ae2c7616-75fd-4dfc-ae89-889775d93abb","westbank-libraries-westbank-community-library-district","published","Westbank Community Library District","Free Library Programs and Community Resources","1309 Westbank Dr, Austin, TX, 78746","1309 Westbank Dr","Austin","TX","78746","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1309 WESTBANK DR, AUSTIN, TX, 78746","30.274293508596","-97.812171046711","exact",""
"209","2d7f18e8-ef1a-47cf-8a96-922e50e222ad","biblioteca-de-leyes-y-centro-de-autoayuda-del-condado-de-travis-travis-county","published","Travis County Law Library & Self-Help Center","Legal Forms and Self-Help for Representing Yourself in Court","1700 Guadalupe St., 2do piso, Austin, TX, 78701","1700 Guadalupe St.","Austin","TX","78701","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1700 GUADALUPE ST, AUSTIN, TX, 78701","30.279809691347","-97.742332778441","exact",""
"210","5c98eae9-8418-4a9b-bfc2-342ec9ede2b5","the-safe-alliance-servicios-legales-the-safe-alliance","published","The SAFE Alliance","Free Support and Services for Survivors of Violence and Abuse","4800 Manor Rd., Building A, Austin, TX, 78723","4800 Manor Rd.","Austin","TX","78723","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","4800 MANOR RD, AUSTIN, TX, 78723","30.295253553201","-97.688969858832","exact",""
"211","b3cfcb36-4f77-44d5-978c-d66c763d429a","capmetro-ruta-990-manor-express-capital-metropolitan-transportation-authority-capmetro","published","Capital Metropolitan Transportation Authority (CapMetro) – Route 990 Manor/Elgin Express","Bus Service from Manor to Austin","101 W Carrie Manor St., Manor, TX, 78653","101 W Carrie Manor St.","Manor","TX","78653","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","101 E CARRIE MANOR ST, MANOR, TX, 78653","30.339436655283","-97.557984539974","needs_review","non_exact_match"
"212","edc2a6d0-c693-4b83-9d1e-a1e4c1e4bc6a","capmetro-ruta-214-capital-metropolitan-transportation-authority-capmetro","published","Capital Metropolitan Transportation Authority (CapMetro) – Route 214","Bus Service from Lago Vista & Jonestown to Lakeline Station","Dawn Dr. & Thunderbird St., Lago Vista, TX, 78645","Dawn Dr. & Thunderbird St.","Lago Vista","TX","78645","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","DAWN DR & THUNDERBIRD ST, LAGO VISTA, TX, 78645","30.453821256946","-97.98726505424","needs_review","street_number_mismatch"
"213","b6a07b03-37a7-4665-8566-f13df34ef906","housing-authority-of-travis-county-hatc-housing-authority-of-travis-county","published","Housing Authority of Travis County (HATC)","Affordable Housing & Rental Assistance","502 E Highland Mall Blvd, Suite 106-B, Austin, TX, 78752","502 E Highland Mall Blvd, Suite 106-B","Austin","TX","78752","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","502 E HIGHLAND MALL BLVD, AUSTIN, TX, 78752","30.328127456676","-97.710074491484","needs_review","non_exact_match"
"214","8c822dd0-4914-4a7e-8475-8686386d295f","pflugerville-meadows-vivienda-asequible-texas-housing-foundation","published","Texas Housing Foundation – Pflugerville Meadows","Affordable Rental Apartments in Pflugerville","201 Meadow Lane, Pflugerville, TX, 78660","201 Meadow Lane","Pflugerville","TX","78660","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","201 MEADOW LN, PFLUGERVILLE, TX, 78660","30.444050469744","-97.626571166291","exact",""
"215","60024568-c352-4d9a-88e2-a3eaf3688385","asistencia-de-weatherizacion-del-hogar-travis-county-hhs-travis-county-health-and-human-services","published","Travis County Health and Human Services – Home Weatherization Services","Free Home Energy Efficiency Improvements","5325 Airport Blvd., Austin, TX, 78751","5325 Airport Blvd.","Austin","TX","78751","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","5325 AIRPORT BLVD, AUSTIN, TX, 78751","30.314267125881","-97.714884849125","exact",""
"216","957a2be5-c531-4835-8857-3d5f695abe58","first-baptist-church-pflugerville-despensa-de-alimentos-first-baptist-church-pflugerville","published","First Baptist Church Pflugerville","Free Community Food Pantry","903 Pfluger Street, Pflugerville, TX, 78660","903 Pfluger Street","Pflugerville","TX","78660","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","903 W PFLUGER ST, PFLUGERVILLE, TX, 78660","30.441155483631","-97.628040849765","needs_review","non_exact_match"
"217","5af011fa-ae44-4b4c-a6f3-ee621c1067f5","first-united-methodist-church-of-pflugerville-despensa-paula-s-y-ropero-first-united-methodist-church-of-pflugerville","published","First United Methodist Church of Pflugerville","Free Food Pantry & Clothing Assistance","500 E. Pecan St., Pflugerville, TX, 78660","500 E. Pecan St.","Pflugerville","TX","78660","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","500 E PECAN ST, PFLUGERVILLE, TX, 78660","30.438243218982","-97.617254945611","exact",""
"218","ada9dadc-4ec8-4907-a707-d4007f35690f","sacred-heart-catholic-church-elgin-sociedad-de-san-vicente-de-paul-sacred-heart-catholic-church","published","Sacred Heart Catholic Church – St. Vincent de Paul","Food pantry and basic-needs assistance","302 West 11th Street, Elgin, TX, 78621","302 West 11th Street","Elgin","TX","78621","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","302 W 11TH ST, ELGIN, TX, 78621","30.352158038491","-97.379364625869","exact",""
"219","539a447e-0cf8-4ca3-bbcf-aaa795dc39c5","haynie-chapel-united-methodist-church-despensa-de-alimentos-haynie-chapel-united-methodist-church","published","Haynie Chapel United Methodist Church","Food Pantry for Families in Del Valle","16309 Greenwood Dr, Del Valle, TX, 78617","16309 Greenwood Dr","Del Valle","TX","78617","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","16309 GREENWOOD DR, DEL VALLE, TX, 78617","30.189579741812","-97.560348858279","exact",""
"220","f7b86ed1-1722-4b5c-8db8-668d70f39b7d","rolling-hills-community-church-despensa-comunitaria-shepherd-s-heart-rolling-hills-community-church","published","Rolling Hills Community Church","Free Food Pantry for Families","6201 Lohman Ford Rd, Lago Vista, TX, 78645","6201 Lohman Ford Rd","Lago Vista","TX","78645","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","6201 LOHMAN FORD RD, LAGO VISTA, TX, 78645","30.453886411872","-97.979380283177","exact",""
"221","de405ed2-13a0-4e12-8469-202bb65a6e6b","first-presbyterian-church-of-georgetown-williamson","draft","First Presbyterian Church of Georgetown","Food pantry","703 South Church St. (enter white door), TX","703 South Church St.","","TX","","U.S. Census Bureau Geocoder","2026-09-03","","","","0","0","needs_review","insufficient_address_components"
"222","ad347649-b2e8-49c7-a878-ee5b77361fd6","the-salvation-army-williamson","draft","The Salvation Army","Food pantry","601 W. Louis Henna Blvd. Round Rock, TX 78664, TX, 78664","601 W. Louis Henna Blvd.","Round Rock","TX","78664","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","601 LOUIS HENNA BLVD, ROUND ROCK, TX, 78664","30.482486189991","-97.659536480559","needs_review","non_exact_match"
"223","2aece945-b84e-43b7-bac8-24b02591d4e8","foundation-communities-lakeline-station-williamson","draft","Foundation Communities - Lakeline Station","Food pantry","13635 Rutledge Spur, Austin, TX, TX","13635 Rutledge Spur","Austin","TX","","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","13635 RUTLEDGE SPR, AUSTIN, TX, 78717","30.475717563926","-97.781005131765","needs_review","non_exact_match"
"224","09b70bc8-2b35-4b78-a14a-bb542429f16e","zion-chapel-missionary-baptist-church-williamson","draft","Zion Chapel Missionary Baptist Church","Food pantry","612 MLK Jr. Blvd. Taylor, TX 76574, TX, 76574","612 MLK Jr. Blvd.","Taylor","TX","76574","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"225","5a55abad-00b5-43cd-945b-10635c0ce4e5","foundation-communities-vintage-creek-travis","draft","Foundation Communities - Vintage Creek","Food pantry","7224 Northeast Dr. Austin, TX 78723, TX, 78723","7224 Northeast Dr.","Austin","TX","78723","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"226","e38a3530-8fad-48de-b48a-2bbb28841acc","foundation-communities-m-station-travis","draft","Foundation Communities - M Station","Food pantry","2918 E Martin Luther King Jr. Blvd Austin, TX 78722, TX, 78722","2918 E Martin Luther King Jr. Blvd","Austin","TX","78722","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","2918 E MARTIN LUTHER KING JR BLVD, AUSTIN, TX, 78702","30.282027419131","-97.707663365932","needs_review","non_exact_match"
"227","9a2b31f5-34bb-4c7d-bcd3-e35c7630400d","mision-cristiana-travis","draft","Mision Cristiana","Food pantry","6117 W Hwy 290 Austin, TX 78749, TX, 78749","6117 W Hwy 290","Austin","TX","78749","U.S. Census Bureau Geocoder","2026-09-03","Tie","","","0","0","needs_review","multiple_geocoder_candidates"
"228","9453be7c-8e5c-4b14-8eb7-f6b0e768f622","first-united-methodist-church-paula-s-food-pantry-and-clothes-closet-travis","draft","First United Methodist Church - Paula's Food Pantry and Clothes Closet","Food pantry","500 Pecan St. East, Pflugerville, TX","500 Pecan St. East, Pflugerville","","TX","","U.S. Census Bureau Geocoder","2026-09-03","","","","0","0","needs_review","insufficient_address_components"
"229","50b24b7d-a6fc-4cd4-8b6b-a640bbcca1cc","travis-co-jonestown-community-center-travis","draft","Travis Co. Jonestown Community Center","Food pantry","18649 FM 1631 Jonestown, TX 78645, TX, 78645","18649 FM 1631","Jonestown","TX","78645","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"230","1a27a3fe-76fa-4f3f-b284-1e2c86693ffc","bastrop-emergency-food-pantry-and-support-center-inc-bastrop","draft","Bastrop Emergency Food Pantry and Support Center Inc.","Food pantry","806 Fayette St. Bastrop, TX 78602, TX, 78602","806 Fayette St.","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"231","52d5b5c6-2ed5-4398-a480-af31028de87c","ridgeway-baptist-church-bastrop","draft","Ridgeway Baptist Church","Food pantry","159 Ridgeway Cemetray Rd. Paige, TX 78659, TX, 78659","159 Ridgeway Cemetray Rd.","Paige","TX","78659","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"232","68822793-b0a7-4c07-a7a9-8bbaa398b0e8","grace-baptist-church-of-red-rock-red-rock","draft","Grace Baptist Church of Red Rock","Food pantry","115 Sorrell, Red Rock, TX 78662, Red Rock, TX, 78662","115 Sorrell, Red Rock, TX 78662","Red Rock","TX","78662","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"233","52eaa45a-a64d-43f5-980b-ea7cd88044cb","apostolic-christian-church-of-bastrop-bastrop","draft","Apostolic Christian Church of Bastrop","Food pantry","1033 Hwy 71 W, Bastrop, TX 78602, Bastrop, TX, 78602","1033 Hwy 71 W, Bastrop, TX 78602","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Tie","","","0","0","needs_review","multiple_geocoder_candidates"
"234","104861dd-ebbc-4c0a-9aa9-68ec2b0cb772","open-door-soup-kitchen-in-the-streets-hands-up-high-its-huh-bastrop","draft","Open Door Soup Kitchen: In The Streets - Hands Up High (ITS HUH)","Open Door soup kitchen","987 N SH 95 Bastrop, TX 78602, TX, 78602","987 N SH 95","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Tie","","","0","0","needs_review","multiple_geocoder_candidates"
"235","c312730e-a013-41e6-b4f5-2077fa524a70","schulenberg-area-food-pantry-fayette","draft","Schulenberg Area Food Pantry","Food pantry","304 East Ave. Schulenberg, TX, TX","304 East Ave. Schulenberg, TX","","TX","","U.S. Census Bureau Geocoder","2026-09-03","","","","0","0","needs_review","insufficient_address_components"
"236","a2dbb0c5-89a4-4127-a6c4-3e68a03231ea","gonzales-christian-assistance-ministry-gonzales","draft","Gonzales Christian Assistance Ministry","Food and basic-needs assistance","708 St. Louis Street, Gonzales, TX, 78629","708 St. Louis Street","Gonzales","TX","78629","U.S. Census Bureau Geocoder","2026-09-03","Tie","","","0","0","needs_review","multiple_geocoder_candidates"
"237","694e5f8c-3024-43b7-a0d7-0690f5209dce","helping-center-of-marble-falls-marble-falls","draft","Helping Center of Marble Falls","Food pantry","1016 Broadway, Marble Falls, TX 78654, Marble Falls, TX, 78654","1016 Broadway, Marble Falls, TX 78654","Marble Falls","TX","78654","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"238","97c3289a-20eb-4581-a420-48e93c3c5dc0","senior-sitters-llc-health-and-personal-support-austin","draft","Senior Sitters, LLC","Memory care","13740 Research Blvd. Ste M7, Austin, TX, 78750","13740 Research Blvd. Ste M7","Austin","TX","78750","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"239","fb064d44-73e3-40c1-87d3-12ae0b1238d7","goodwill-industries-of-ct-round-rock-job-center-education-and-employment-williamson","draft","GoodWill Industries of CT : Round Rock Job Center","Employment and job training","150 West Palm Valley Blvd. Round Rock, TX 78664, TX, 78664","150 West Palm Valley Blvd.","Round Rock","TX","78664","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","150 PALM VALLEY BLVD, ROUND ROCK, TX, 78664","30.51797803531","-97.683869019728","needs_review","non_exact_match"
"240","f3f89cbe-af38-4486-872f-6ece9eab830e","the-kind-clinic-community-support-williamson","draft","The Kind Clinic","Sexual health and inclusive care","Operates clinics in 4 locations (Austin South, Austin Koenig, San Antonio, dallas), TX","Operates clinics in 4 locations (Austin South, Austin Koenig, San Antonio, dallas)","","TX","","U.S. Census Bureau Geocoder","2026-09-03","","","","0","0","unresolved","variable_or_non_specific_location"
"241","298c7ffb-5919-463f-b700-3e02e2766ed9","furrbaby-food-pantry-community-support-williamson","draft","Furrbaby food pantry","Pet food and supplies","1603 Northwest Blvd. Georgetown, TX 78628, TX, 78628","1603 Northwest Blvd.","Georgetown","TX","78628","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"242","463348b0-7ad0-4b4e-abe3-d9ab5afe50c5","austin-humane-society-community-support-williamson","draft","Austin Humane Society","Pet food and rehoming support","124 Anderson Ln. Austin, TX 78752, TX, 78752","124 Anderson Ln.","Austin","TX","78752","U.S. Census Bureau Geocoder","2026-09-03","Tie","","","0","0","needs_review","multiple_geocoder_candidates"
"243","b05780d3-c0f8-453c-b665-6a0676fe2f71","goodwill-industries-bastrop-job-help-center-education-and-employment-bastrop","draft","GoodWill Industries: Bastrop Job Help Center","Employment and job training","57 Loop 150 West Bastrop, TX 78602, TX, 78602","57 Loop 150 West","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","57 LOOP 150, BASTROP, TX, 78602","30.105531792382","-97.328931165685","needs_review","non_exact_match"
"244","04223034-598c-435c-8d68-62d308b7bd07","camp-haven-sanctuary-housing-and-financial-assistance-bastrop","draft","Camp Haven Sanctuary","Prepared meals","549 Mesquite Dr., TX","549 Mesquite Dr.","","TX","","U.S. Census Bureau Geocoder","2026-09-03","","","","0","0","needs_review","insufficient_address_components"
"245","49e20288-0419-4c47-9c8f-f063aafd4a6b","in-the-streets-hands-up-high-housing-and-financial-assistance-bastrop","draft","In the Streets Hands Up High","Meals, pantry, and shelter","987 N SH 95 Bastrop, TX 78602, TX, 78602","987 N SH 95","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Tie","","","0","0","needs_review","multiple_geocoder_candidates"
"246","29117cb0-2d56-4dc2-9abd-dbe455dcf335","lagrange-va-clinic-community-support-lagrange","draft","LaGrange VA Clinic","Primary care and telehealth for Veterans","2 Saint Marks Place, LaGrange, TX, 78945","2 Saint Marks Place","LaGrange","TX","78945","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"247","9b69d51f-cb43-4c93-ba58-19dafd8f7eea","community-resource-center-community-support-burnet","draft","Community Resource Center","Comprehensive resource navigation","1016 Broadway Marble Falls, TX 78654, TX, 78654","1016 Broadway","Marble Falls","TX","78654","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","1016 BROADWAY ST, MARBLE FALLS, TX, 78654","30.577187045236","-98.275745029167","needs_review","non_exact_match"
"248","1a7bba8e-a7d0-4d7a-be2c-0bc5e7646c79","christian-women-s-job-corp-of-highland-lakes-cwjchl-education-and-employment-burnet","draft","Christian Women's Job Corp of Highland Lakes (CWJCHL)","Job and life-skills training for women","218 E. Jackson, Burnet, TX 78611, Burnet, TX, 78611","218 E. Jackson, Burnet, TX 78611","Burnet","TX","78611","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"249","4d1f40fa-609d-4b0a-adc5-f718f1c0671c","travis-county-family-support-services-palm-square-office-housing-and-financial-assistance","draft","Travis County Family Support Services (Palm Square Office)","Emergency financial assistance","100 N IH 35, Ste 2000 Austin, TX 78701, TX, 78701","100 N IH 35, Ste 2000","Austin","TX","78701","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","100 I- 35 SVC RD N, AUSTIN, TX, 78701","30.261297453285","-97.736809646422","needs_review","non_exact_match"
"250","f98be83d-1a62-46c2-bff5-5186baf6bb33","texas-rio-grande-legal-aid-legal-and-safety-support-austin","draft","Texas Rio Grande Legal Aid","Civil legal assistance","4920 North I-35, Austin, TX 78751, Austin, TX, 78751","4920 North I-35, Austin, TX 78751","Austin","TX","78751","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
